logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	Accession2	gene	xaxis	yaxis	comparison	corrected_z	error	WTexpression
2.47886616288164	1.27618880022606	3.68154352553723	0.495007421939187	4.40366639470995	0.000545541023372021	0.0723876192195904	-0.0634046294314636	MMAR_0543	eccC3	-0.0510878245179397	2.47886616288164	d3692	1.79416845827229	2.70798299727475	-0.0510878245179397
-1.50967255940341	-2.24245259270477	-0.776892526102058	4.02783194463411	-4.40169151219947	0.000547669487516638	0.0723876192195904	-0.0671307653312416	MMAR_1477	nuoG	4.56677714889367	-1.50967255940341	d3692	1.79416845827229	1.64920869207568	4.56677714889367
-1.7318714426615	-2.60038296266364	-0.863359922659355	0.0221675454138003	-4.26040156963172	0.000724306892200145	0.091745539678685	-0.334609023225861	MMAR_0510	sdhB_1	0.861383801562148	-1.7318714426615	d3692	1.68466886788083	2.01491705125797	0.861383801562148
-2.02367249160503	-3.04195973443343	-1.00538524877662	-3.22477651599837	-4.30723452987903	0.00091307217562996	0.111029576556603	-0.489243870043199	MMAR_0736	MMAR_0736	-2.32591290990139	-2.02367249160503	d3692	1.59297303714433	2.48993422428309	-2.32591290990139
3.05762325608076	1.5539754517948	4.56127106036672	-3.23057180192507	4.49629066630841	0.000993989881776025	0.116220355407658	-0.449707330244087	MMAR_3693	MMAR_3693	-3.80937646266513	3.05762325608076	d3692	1.57049882371407	3.81594783225982	-3.80937646266513
1.99283354534824	0.920302394441086	3.0653646962554	1.42598378605511	3.96982697586334	0.00129389710698815	0.144463171724398	-0.88939483526388	MMAR_0541	eccA3	1.14367864865674	1.99283354534824	d3692	1.46051857533552	2.67436088444493	1.14367864865674
-1.24225832093172	-1.91318764344112	-0.571328998422322	2.23151921199609	-3.95590278015799	0.00133058184482998	0.144463171724398	-0.916105174418919	MMAR_0409	fadD5	2.94333521412995	-1.24225832093172	d3692	1.46051857533552	1.66709711888931	2.94333521412995
-1.41066515257068	-2.18039994774888	-0.64093035739249	3.07615240213663	-3.91555462922237	0.00144296269059083	0.151262295841245	-0.993553677273842	MMAR_1577	MMAR_1577	3.66048045122864	-1.41066515257068	d3692	1.43659319952437	1.92462535667992	3.66048045122864
-1.16675974912315	-1.82089593458186	-0.512623563664428	0.974301906621759	-3.81086647842969	0.0017816105775984	0.180536538529971	-1.1947976775025	MMAR_1200	sdhB	1.43854626554278	-1.16675974912315	d3692	1.34213708955862	1.70388638096085	1.43854626554278
1.44315354348349	0.633395669291986	2.25291141767499	-1.78517559946384	3.83300104268605	0.0019193682172697	0.188221915499997	-1.23681323046772	MMAR_2152	MMAR_2152	-2.16195757820436	1.44315354348349	d3692	1.31928430060851	2.1440268363104	-2.16195757820436
-1.80615083043964	-2.84292017325592	-0.769381487623362	-3.53924318122257	-3.72205114707468	0.00213145876128177	0.202488582321768	-1.36577181253182	MMAR_5444	eccB1	-3.09278526959254	-1.80615083043964	d3692	1.27864489194302	2.76859951497733	-3.09278526959254
-1.42482579761249	-2.24921751156267	-0.600434083662311	-2.00286251015021	-3.69265403155304	0.00226194236779678	0.205519030546724	-1.42239347952501	MMAR_1169	MMAR_1169	-1.06620306154381	-1.42482579761249	d3692	1.27028722512077	2.19844654665008	-1.06620306154381
1.99438273898625	0.905873452237821	3.08289202573468	-3.70612978750358	4.1055588503021	0.00231564557008851	0.205519030546724	-1.20522140889432	MMAR_0140	MMAR_0140	-6.18835910934465	1.99438273898625	d3692	1.27028722512077	3.07724905919714	-6.18835910934465
2.72802706184385	1.13945086716145	4.31660325652625	-1.00742029544219	3.6690285590777	0.00237263005289789	0.205519030546724	-1.46790504391436	MMAR_0549	eccD3	-1.89161594282755	2.72802706184385	d3692	1.27028722512077	4.20923153084971	-1.89161594282755
2.623061686095	1.13467221407669	4.11145115811331	-3.63372623463895	3.85453713072789	0.00243377799331647	0.205519030546724	-1.34163082514884	MMAR_2824	MMAR_2824	-5.35518964698872	2.623061686095	d3692	1.27028722512077	4.04727435108811	-5.35518964698872
-2.42274119916244	-3.8274037350958	-1.01807866322909	-2.71971508946454	-3.77237922335245	0.00281786519132028	0.228353732566214	-1.4806597277068	MMAR_2864	MMAR_2864	-1.85990522147887	-2.42274119916244	d3692	1.21004487943402	3.92429473572869	-1.85990522147887
-2.1817568495581	-3.48466567226701	-0.878848026849185	-1.27514909023741	-3.57769069501957	0.00285442165707768	0.228353732566214	-1.64387232660741	MMAR_2188	lprF	-0.288769320067837	-2.1817568495581	d3692	1.21004487943402	3.5339543993889	-0.288769320067837
1.1589638879114	0.463416559964913	1.85451121585788	-0.383516295577618	3.56003022965689	0.00295837512670049	0.230601548337679	-1.67789225673396	MMAR_4076	gloA_1	-1.08177294292458	1.1589638879114	d3692	1.20435470142598	1.88612974036366	-1.08177294292458
-2.19600333935259	-3.54741781402623	-0.844588864678951	1.98306253765804	-3.47180159415763	0.00353754160439097	0.268853161933714	-1.84777943164845	MMAR_3750	MMAR_3750	3.15261597573779	-2.19600333935259	d3692	1.1130620636497	3.86696006062575	3.15261597573779
-1.78099339774578	-2.88207047647862	-0.679916319012945	1.50780826058073	-3.45585136881466	0.0036537920385765	0.270915312128599	-1.87847368429917	MMAR_1479	nuoE	2.29854984176525	-1.78099339774578	d3692	1.1084064088358	3.14933857451094	2.29854984176525
-8.01551166309109	-10.7844019184073	-5.24662140777491	-1.90199410392031	-10.0668584688277	0.00374838509802717	0.271311683285776	-1.80899462082033	MMAR_4787	MMAR_4787	-6.73821162421996	-8.01551166309109	d3692	1.10751434083931	14.1852816531051	-6.73821162421996
3.18857238713268	1.2264604850485	5.15068428921685	-2.08101963577366	3.52209530269571	0.00392164374780804	0.277251092868289	-1.82741734334447	MMAR_4200	fgd2	-3.86846808093542	3.18857238713268	d3692	1.09425341740525	5.7112929960954	-3.86846808093542
3.72489788868348	1.41725382459062	6.03254195277634	-3.45651118761312	3.49843769050264	0.00410073578886448	0.279431974427838	-1.86955008456333	MMAR_2847	MMAR_2847	-5.16752383210054	3.72489788868348	d3692	1.08943315115385	6.70146658754337	-5.16752383210054
2.07172714890198	0.7650470426565	3.37840725514747	-0.890081101072731	3.38745665190475	0.0041972433845458	0.279431974427838	-2.00999692442241	MMAR_5150	MMAR_5150	-2.45455706100603	2.07172714890198	d3692	1.08943315115385	3.72724586868612	-2.45455706100603
-0.786213184350954	-1.28301025162341	-0.289416117078496	1.13824107557243	-3.38120706131623	0.00425076351352574	0.279431974427838	-2.02200598891513	MMAR_2336	galE6	1.5960625430731	-0.786213184350954	d3692	1.08943315115385	1.41447673011949	1.5960625430731
-4.38485971131814	-6.36903555431049	-2.40068386832578	0.895985643849373	-6.41356538630739	0.0043201653941146	0.279431974427838	-1.58543070619187	MMAR_3303	MMAR_3303	3.77870232643903	-4.38485971131814	d3692	1.08943315115385	7.88880439803126	3.77870232643903
-2.16542247109275	-3.54542314841804	-0.78542179376745	0.781785765737124	-3.3525387628397	0.00450514463079498	0.285325826617016	-2.07707189005554	MMAR_0611	MMAR_0611	1.55376564430457	-2.16542247109275	d3692	1.07653369716838	3.94249437291693	1.55376564430457
-4.24850456425699	-6.22161616666825	-2.27539296184572	-4.59918594353727	-6.24896971989783	0.00471402768597168	0.292462125823549	-1.63737044474369	MMAR_1174	MMAR_1174	-2.48328849175702	-4.24850456425699	d3692	1.06115520241071	7.84717346437769	-2.48328849175702
2.13979616801261	0.907161371769655	3.37243096425557	-4.04490502827022	4.15575064688487	0.00484927096499154	0.294448538857169	-1.67040240293376	MMAR_3439	MMAR_3439	-4.59052297565431	2.13979616801261	d3692	1.0569197692047	3.96813515226476	-4.59052297565431
-1.25032254072017	-2.05808643211406	-0.442558649326278	-0.970457961412454	-3.30710583452191	0.00493976167161699	0.294448538857169	-2.16425497853125	MMAR_1175	MMAR_1175	-0.206995836692955	-1.25032254072017	d3692	1.0569197692047	2.31865487922093	-0.206995836692955
-6.96313589838153	-9.73202615369771	-4.19424564306534	-2.6805295197403	-8.74515645844473	0.00536080633402438	0.307654788249182	-1.92637278976797	MMAR_5254	MMAR_5254	-6.73821162421996	-6.96313589838153	d3692	1.02923762877338	13.2600538294474	-6.73821162421996
-1.8442872240862	-3.0542263592368	-0.634348088935597	-0.750749674694524	-3.2566831113008	0.00547119010279556	0.307654788249182	-2.26087221342727	MMAR_2060	MMAR_2060	0.052048421843918	-1.8442872240862	d3692	1.02923762877338	3.51211698654759	0.052048421843918
4.53605502169564	1.95018554227516	7.12192450111612	-2.50736222114917	4.36757411034643	0.00556164789253567	0.307654788249182	-1.71919267197454	MMAR_4036	MMAR_4036	-4.66210008205676	4.53605502169564	d3692	1.02923762877338	8.63810998935118	-4.66210008205676
6.81612180078385	4.04723154546767	9.58501205610004	-3.23775659344383	8.56051820007215	0.00565845351907825	0.307654788249182	-1.94626549078217	MMAR_3113	MMAR_3113	-6.73821162421996	6.81612180078385	d3692	1.02923762877338	12.980091629042	-6.73821162421996
-0.95512329869394	-1.58509227902415	-0.325154318363732	1.48087548069958	-3.23929680062154	0.00566732504669546	0.307654788249182	-2.29414795384057	MMAR_2335	MMAR_2335	2.03927766886367	-0.95512329869394	d3692	1.02923762877338	1.81886244061167	2.03927766886367
-4.08494329475762	-6.10312138749928	-2.06676520201596	-4.17962438916683	-5.87422430767097	0.00579387559815862	0.30900669856846	-1.76517196904104	MMAR_4981	MMAR_4981	-6.73821162421996	-4.08494329475762	d3692	1.02644887332082	7.80018281068584	-6.73821162421996
-2.04014108531489	-3.37969794281872	-0.700584227811066	-2.57416052898684	-3.3008641014457	0.00596006965363152	0.311125272734568	-2.28884523440629	MMAR_1579	MMAR_1579	-1.53690406876134	-2.04014108531489	d3692	1.02209484331753	3.91223627959829	-1.53690406876134
-1.0685534535371	-1.78021542016112	-0.356891486913092	3.61121805142036	-3.2079896920462	0.00603828654320379	0.311125272734568	-2.35401112460782	MMAR_2332	ilvB1_3	4.29944664289735	-1.0685534535371	d3692	1.02209484331753	2.04909043678843	4.29944664289735
0.813814863690482	0.268537497923493	1.35909222945747	3.66566155831874	3.18873636984107	0.00627829450226894	0.311838509575832	-2.39078802739409	MMAR_1272	MMAR_1272	3.23961297703221	0.813814863690482	d3692	1.02063343583842	1.56283056857042	3.23961297703221
2.30919517589041	0.761831732885913	3.85655861889491	-1.698217670561	3.18844388148451	0.00628201266957872	0.311838509575832	-2.39134649354861	MMAR_3518	rubB_1	-3.65328648155206	2.30919517589041	d3692	1.02063343583842	4.43452309695029	-3.65328648155206
6.50817077265356	3.73928051733737	9.27706102796974	-2.95891982839851	8.17375568935276	0.00635986434003341	0.311838509575832	-1.99134909848495	MMAR_1639	MMAR_1639	-6.73821162421996	6.50817077265356	d3692	1.02063343583842	12.4981352427694	-6.73821162421996
6.183544049426	3.41465379410981	8.95243430474218	-3.23736691645132	7.7660498041528	0.00723526614575038	0.348637372678017	-2.04448123749284	MMAR_2639	MMAR_2639	-6.73821162421996	6.183544049426	d3692	0.948013800148782	12.7843564460484	-6.73821162421996
-2.11170957025237	-3.5358952293717	-0.687523911133045	-4.0541375298924	-3.24300709558505	0.00733973416164246	0.348637372678017	-2.45535092630768	MMAR_0414	mce1C	-3.31075496727045	-2.11170957025237	d3692	0.948013800148782	4.36591825672272	-3.31075496727045
-1.16368106599808	-1.97433937072546	-0.353022761270696	0.9737638917441	-3.06694932479884	0.00803118332121515	0.35350126923357	-2.62264291471953	MMAR_1482	nuoB	1.26498742903696	-1.16368106599808	d3692	0.93878959360413	2.4295272390056	1.26498742903696
-1.20329103131623	-2.02923159629063	-0.377350466341835	-2.82869009680005	-3.18641400586794	0.00813870128965649	0.35350126923357	-2.55414683526878	MMAR_4250	ltp2	-2.23437330173754	-1.20329103131623	d3692	0.93878959360413	2.51222471728243	-2.23437330173754
-1.46378749608664	-2.48109971133554	-0.446475280837747	-1.7356200202882	-3.09460591230821	0.00815016654058807	0.35350126923357	-2.61332059147242	MMAR_2159	MMAR_2159	-0.726000856421595	-1.46378749608664	d3692	0.93878959360413	3.05608787301879	-0.726000856421595
1.6813326993474	0.507123511778602	2.85554188691619	0.254476235018567	3.05927595663428	0.00815656679539068	0.35350126923357	-2.63720068796343	MMAR_5106	MMAR_5106	-0.606834311129287	1.6813326993474	d3692	0.93878959360413	3.51027760977771	-0.606834311129287
-2.56566553347419	-4.24953841953893	-0.881792647409452	-3.78395339656307	-3.54597483670754	0.00820854440204232	0.35350126923357	-2.20386359799014	MMAR_5089	mutY	-2.41333401061857	-2.56566553347419	d3692	0.93878959360413	5.35658307236193	-2.41333401061857
-1.57913625003713	-2.68316764387717	-0.475104856197089	-3.59618577356633	-3.05596691726457	0.00821123107758063	0.35350126923357	-2.64347649907573	MMAR_3435	MMAR_3435	-2.96899276091142	-1.57913625003713	d3692	0.93878959360413	3.29691239779329	-2.96899276091142
-1.48376338943248	-2.43779703287227	-0.529729745992697	-4.93032323942475	-3.72316651432617	0.00825611516959983	0.35350126923357	-2.19350361487254	MMAR_2705	MMAR_2705	-3.92916745539558	-1.48376338943248	d3692	0.93878959360413	3.09779343859449	-3.92916745539558
-1.64306283055462	-2.80026182342461	-0.485863837684622	2.23360929389585	-3.03358796294393	0.00859052867742587	0.357792124317014	-2.68588666405482	MMAR_1478	nuoF	2.96380684990108	-1.64306283055462	d3692	0.930718243178491	3.46012681226605	2.96380684990108
-0.798757024711214	-1.36241282202528	-0.23510122739715	2.57917670715316	-3.02768842647662	0.00869336311465083	0.357792124317014	-2.69705703869556	MMAR_0328	fbpC	2.96690903436716	-0.798757024711214	d3692	0.930718243178491	1.68210280598716	2.96690903436716
-1.42139123080413	-2.41482708326061	-0.427955378347654	-3.54277409844322	-3.10100450349346	0.00870941355245363	0.357792124317014	-2.64960726540473	MMAR_4932	cyp51B1	-2.66022732564389	-1.42139123080413	d3692	0.930718243178491	2.99330848277121	-2.66022732564389
-1.85789599904211	-3.16958218713063	-0.54620981095359	-3.00984226178184	-3.04630252994267	0.00896017474455026	0.360336149082772	-2.70272483387398	MMAR_2339	MMAR_2339	-2.04158732838769	-1.85789599904211	d3692	0.925961385921111	3.93264364312572	-2.04158732838769
-4.05973480221376	-6.64787972288683	-1.47158988154069	-3.54999073486837	-3.90550900501842	0.00908423460718968	0.360336149082772	-2.19209742570654	MMAR_3358	MMAR_3358	-1.43049768288766	-4.05973480221376	d3692	0.925961385921111	8.59331753280788	-1.43049768288766
-1.67915456555929	-2.8736006743871	-0.484708456731468	-0.720858564791427	-3.00354804214922	0.00912693535505705	0.360336149082772	-2.74272115486891	MMAR_2320	wecE	0.108968293072314	-1.67915456555929	d3692	0.925961385921111	3.55429826614454	0.108968293072314
1.25186966459322	0.358295088128418	2.14544424105802	-0.0039452663956127	2.99322097603304	0.00931885177353157	0.361465953189473	-2.76223368452333	MMAR_2577	MMAR_2577	-0.858957706037598	1.25186966459322	d3692	0.92385558402038	2.65589620828506	-0.858957706037598
3.35949965266683	1.06013200301589	5.65886730231777	-2.70651056684478	3.3286698361098	0.00939335865196328	0.361465953189473	-2.49469524043254	MMAR_2068	MMAR_2068	-5.05536257366246	3.35949965266683	d3692	0.92385558402038	7.12732534512854	-5.05536257366246
-1.87281693967391	-3.21635405571944	-0.529279823628384	-3.18376737679433	-2.97821556199638	0.00960480367571049	0.364982539676999	-2.7905612419359	MMAR_3417	cysH_1	-2.2506567871885	-1.87281693967391	d3692	0.917327247686808	4.00153948442849	-2.2506567871885
1.89449282455311	0.627486065285944	3.16149958382028	-4.48622978395449	3.57952608823346	0.00991376777388362	0.372072272007484	-2.31427272305472	MMAR_4574	pfkB	-6.73821162421996	1.89449282455311	d3692	0.90428306401582	4.10624292755652	-6.73821162421996
-1.40974952717641	-2.43606987377419	-0.383429180578629	-0.994400233621231	-2.93473902447671	0.0104828895057168	0.386842219427481	-2.87246604619112	MMAR_0342	ephF	-0.361329362802876	-1.40974952717641	d3692	0.877589331842055	3.14852172082131	-0.361329362802876
2.19470229117513	0.622162357631118	3.76724222471915	-4.2335284655626	3.0859612220924	0.010792102006101	0.386842219427481	-2.71675617558686	MMAR_5281	MMAR_5281	-5.2743509996255	2.19470229117513	d3692	0.877589331842055	4.9016280561139	-5.2743509996255
-0.738791140815718	-1.27934712133067	-0.198235160300765	-0.489937605174923	-2.92005795235148	0.0107968318250545	0.386842219427481	-2.90006338084719	MMAR_4030	MMAR_4030	-0.100517989872864	-0.738791140815718	d3692	0.877589331842055	1.65000938760206	-0.100517989872864
1.36421629297137	0.394345461590095	2.33408712435265	-3.82803315107777	3.15184787162596	0.0108163120563605	0.386842219427481	-2.62853309700885	MMAR_4832	MMAR_4832	-5.19177932063376	1.36421629297137	d3692	0.877589331842055	3.04682821133601	-5.19177932063376
-4.40951876265941	-7.5595188942679	-1.25951863105092	-2.94771041203696	-3.13672565948555	0.0110921783652687	0.392095607330429	-2.56592181351587	MMAR_0362	MMAR_0362	-6.73821162421996	-4.40951876265941	d3692	0.868243905557525	9.9541807543846	-6.73821162421996
-5.1606154004545	-7.92950565577068	-2.39172514513832	-2.73962146508651	-6.48133107804543	0.0113707436649173	0.395897428028385	-2.26044520067473	MMAR_3383	MMAR_3383	-6.73821162421996	-5.1606154004545	d3692	0.861527398061444	11.7405508027377	-6.73821162421996
-2.05414075481439	-3.57254643221701	-0.535735077411773	-0.991770591386617	-2.89036605772174	0.0114601887060848	0.395897428028385	-2.95578018197464	MMAR_2651	MMAR_2651	-0.0181636756440917	-2.05414075481439	d3692	0.861527398061444	4.67323022865614	-0.0181636756440917
5.064489936632	2.29559968131581	7.83338019194818	-1.55625011704489	6.36060498091961	0.0119133958714232	0.406929476956477	-2.2854568979807	MMAR_0983	lipG2	-6.73821162421996	5.064489936632	d3692	0.842251560880183	11.7855528405614	-6.73821162421996
-0.697655202723143	-1.22010541700198	-0.175204988444304	1.72314153658973	-2.85303036530438	0.0123511371377542	0.408375212069974	-3.02564600595249	MMAR_1954	fadE18_1	1.98362765044067	-0.697655202723143	d3692	0.839748398260039	1.62834987261735	1.98362765044067
-0.727296892277656	-1.27209773859278	-0.182496045962529	5.78926976599129	-2.85222923199197	0.0123709781755074	0.408375212069974	-3.02714269012954	MMAR_0011	ppiA	6.0312542428424	-0.727296892277656	d3692	0.839748398260039	1.69753453750891	6.0312542428424
4.97003163297686	2.20114137766068	7.73892188829304	-2.18673936048227	6.2419727071397	0.0124816832820928	0.408375212069974	-2.31098321405927	MMAR_5201	MMAR_5201	-4.89639822179088	4.97003163297686	d3692	0.839748398260039	11.600215041575	-4.89639822179088
-1.77380930613192	-3.10491155609027	-0.442707056173562	-1.37748368619883	-2.84712136164896	0.0124982147832813	0.408375212069974	-3.03668276251257	MMAR_4308	mcr	0.0292382152862106	-1.77380930613192	d3692	0.839748398260039	4.1401284565975	0.0292382152862106
-2.70986683735266	-4.41134023527469	-1.00839343943064	-4.04271759067966	-4.62217908658289	0.0126273914258479	0.408375212069974	-2.25652182161745	MMAR_3545	embR_1	-2.79233909910479	-2.70986683735266	d3692	0.839748398260039	6.32491709685464	-2.79233909910479
0.903468203840966	0.221512541734397	1.58542386594753	0.716851960972817	2.83052634594586	0.0129204769504976	0.413455262415923	-3.06764746923989	MMAR_5104	panD	0.0871081502859599	0.903468203840966	d3692	0.830993542414755	2.13094036132049	0.0871081502859599
-0.852933893552428	-1.49865726639969	-0.207210520705163	4.04426500909878	-2.82214506836937	0.0131389986967504	0.415576916717018	-3.08326832699007	MMAR_2309	udgL	4.55645064621123	-0.852933893552428	d3692	0.827355647083497	2.02059469498496	4.55645064621123
2.2836798114459	0.549816657757659	4.01754296513415	-0.152398383272232	2.81404386811776	0.0133536417573035	0.415576916717018	-3.09835562618558	MMAR_4400	MMAR_4400	-0.88370710637753	2.2836798114459	d3692	0.827355647083497	5.41002221500792	-0.88370710637753
2.64443421482761	0.752926728622224	4.535941701033	-3.61450727214288	3.34684964327226	0.0134214100400397	0.415576916717018	-2.60604605018988	MMAR_3844	pdhA	-6.1705129937773	2.64443421482761	d3692	0.827355647083497	6.26464698625432	-6.1705129937773
1.11519961714544	0.262706742573981	1.9676924917169	5.35369553889961	2.79493892578916	0.0138734536290939	0.415576916717018	-3.13388995390906	MMAR_3337	acpM	4.62131857257833	1.11519961714544	d3692	0.827355647083497	2.64190044185976	4.62131857257833
-2.25001356140359	-3.78861880407733	-0.711408318729839	-4.72002252866802	-3.85942060868902	0.0139363629288344	0.415576916717018	-2.45308122590092	MMAR_4807	crtB	-3.62759890887056	-2.25001356140359	d3692	0.827355647083497	5.33026709359726	-3.62759890887056
-1.26934719051424	-2.24108162732281	-0.29761275370566	-0.397554116327142	-2.79089373423334	0.0139860179764964	0.415576916717018	-3.14140543525004	MMAR_1991	MMAR_1991	0.186943584903548	-1.26934719051424	d3692	0.827355647083497	3.00707501324013	0.186943584903548
-0.925877963629079	-1.63648709080851	-0.215268836449653	-0.373869991516773	-2.78377054159086	0.014186397974779	0.415576916717018	-3.15463223348412	MMAR_0561	MMAR_0561	0.260530480102227	-0.925877963629079	d3692	0.827355647083497	2.19339870962391	0.260530480102227
-1.95261575214549	-3.45256068370421	-0.452670820586776	0.197626984406144	-2.7813262969913	0.0142557978804373	0.415576916717018	-3.1591687195644	MMAR_1526	fprA_1	0.862835117388793	-1.95261575214549	d3692	0.827355647083497	4.62573367051537	0.862835117388793
-1.31245153079954	-2.32172888556645	-0.303174176032621	-1.49258720486143	-2.77832606298038	0.0143414358065795	0.415576916717018	-3.16473560818569	MMAR_2350	MMAR_2350	-0.454241588398266	-1.31245153079954	d3692	0.827355647083497	3.10918890737623	-0.454241588398266
-2.09903876459951	-3.68655784037757	-0.51151968882145	-2.64907209502942	-2.92360056325457	0.0143538079787128	0.415576916717018	-3.06130197566424	MMAR_0655	coxM	-1.58587360238386	-2.09903876459951	d3692	0.827355647083497	4.97260880869995	-1.58587360238386
-2.0985708700235	-3.71922231910507	-0.477919420941924	1.57094155374647	-2.76658798556553	0.0146813190199258	0.420295061020712	-3.18649933780564	MMAR_3024	MMAR_3024	2.52272565955354	-2.0985708700235	d3692	0.819303983413716	5.02035750895288	2.52272565955354
